0 1
548 7,19182014082844E-05
549 0,000142088407351928
550 0,000370412851526463
551 0,000411936494315984
552 5,0692582603439E-05
553 0,000100153065366412
554 0,000261090846346133
555 0,000658617546187857
556 0,000150390136116391
557 1,85068924531234E-05
558 3,65639688174238E-05
559 9,53192748458439E-05
560 0,000298104294278353
561 3,66844811534314E-05
562 7,24773339648959E-05
563 0,000188942479160026
564 0,000210123115793112
565 2,58575861843009E-05
566 5,10866952586122E-05
567 0,000133178834350199
568 0,00385791310834321
569 0,000920450637855694
570 0,000210177663071329
571 2,58642987296688E-05
572 5,10999571987321E-05
573 0,000133213407142928
574 0,0004166155144275
575 5,12683791564977E-05
576 0,000101290663548524
577 0,000264056471722479
578 0,000293657460356865
579 3,61372572512056E-05
580 7,1396186616803E-05
581 0,000186124016488856
582 0,00194522835531016
583 0,000444177594152824
584 5,46601471170387E-05
585 0,000107991761437285
586 0,0002815256855985
587 0,000880451681596375
588 0,000108347694883826
589 0,000214061963520156
590 0,000558042023192394
591 0,00062059907956096
592 7,63704370415173E-05
593 0,000150884665571598
594 0,000393343976947844
595 0,000992234115177356
596 0,000226568855483068
597 2,7881386039888E-05
598 5,50851058507646E-05
599 0,000143602363592416
600 0,000449106241362547
601 5,52666625854411E-05
602 0,000109190050816776
603 0,00028464952796033
604 0,000316559018331741
605 3,8955505052524E-05
606 7,69641837826259E-05
607 0,000200639329496591
608 0,00841443608539466
609 0,00202292561470482
610 0,000482645181500554
611 0,000110208230803929
612 1,35621386322757E-05
613 2,67946450385525E-05
614 6,98514471331006E-05
615 0,000218455463342654
616 2,68829583527394E-05
617 5,31125175887524E-05
618 0,000138459987401163
619 0,000153981487353971
620 1,89488413257798E-05
621 3,74371248504873E-05
622 9,75955211777035E-05
623 0,00101999504807328
624 0,000232907846147833
625 2,86614572701139E-05
626 5,66262884242083E-05
627 0,000147620100453511
628 0,000461671429395188
629 5,68129247910513E-05
630 0,000112244992818125
631 0,000292613511786012
632 0,000325415772530255
633 4,00454102927772E-05
634 7,91175037589269E-05
635 0,00020625285847855
636 0,000520285385130991
637 0,000118803075232528
638 1,46198134612173E-05
639 2,88842875629444E-05
640 7,5298974208366E-05
641 0,000235492219203004
642 2,89794881957179E-05
643 5,72546204294984E-05
644 0,000149258110577788
645 0,000165990090695459
646 2,04266106548876E-05
647 4,03567458406511E-05
648 0,000105206734199921
649 0,00254993288685825
650 0,00060838263752546
651 0,000138919389861208
652 1,70953113961221E-05
653 3,37751156438187E-05
654 8,80489628212671E-05
655 0,000275366907335628
656 3,3886436110847E-05
657 6,69492512818663E-05
658 0,000174531219942915
659 0,000194096340328624
660 2,38853437384127E-05
661 4,71901463661111E-05
662 0,0001230208502241
663 0,00128572148111048
664 0,000293584386980211
665 3,61282648986628E-05
666 7,13784204737942E-05
667 0,000186077701607754
668 0,000581944858565362
669 7,16136788571165E-05
670 0,00014148676377004
671 0,000368844415938206
672 0,000410192235564905
673 5,04779354866118E-05
674 9,9728988201307E-05
675 0,000259985311876986
676 0,000655828768222311
677 0,000149753340603936
678 1,84285288957255E-05
679 3,6409146354583E-05
680 9,49156653536273E-05
681 0,000296842034121256
682 3,6529148406361E-05
683 7,21704438841006E-05
684 0,000188142441830795
685 0,000209233393497119
686 2,57480976548647E-05
687 5,08703793543452E-05
688 0,000132614916487909
689 0,00384157758383159
690 0,000916553182538748
691 0,000209287709806318
692 2,57547817773661E-05
693 5,08835851395591E-05
694 0,000132649342889393
695 0,000414851443346393
696 5,10512939498426E-05
697 0,000100861769462336
698 0,000262938379934215
699 0,000292414029386036
700 3,59842416090613E-05
701 7,10938744278652E-05
702 0,00018533591334911
703 0,00193699169352269
704 0,00044229681722161
705 5,44287001798051E-05
706 0,000107534492956511
707 0,000280333624085295
708 0,000876723593476684
709 0,000107888919277469
710 0,000213155562998971
711 0,000555679111200244
712 0,000617971282824394
713 7,60470624316649E-05
714 0,000150245776077809
715 0,00039167844431492
716 0,00098803270777015
717 0,000225609497149074
718 2,77633281541135E-05
719 5,48518595148363E-05
720 0,000142994309480124
721 0,000447204595107675
722 5,50326474855707E-05
723 0,000108727708430763
724 0,000283444239191342
725 0,000315218615513401
726 3,87905561307165E-05
727 7,66382950766364E-05
728 0,000199789764306048
729 0,426838518586978
730 0,0307547034547936
731 0,00739377859192983
732 0,00176406467174899
733 0,000402810292009404
734 4,95695192898809E-05
735 9,79342351613441E-05
736 0,000255306537558178
737 0,000798453149444508
738 9,82570196903801E-05
739 0,000194125870302214
740 0,000506070259451914
741 0,000562801230295079
742 6,92578789442385E-05
743 0,000136832422433549
744 0,000356710928917291
745 0,00372807457451621
746 0,000851276504792103
747 0,000104757420459181
748 0,00020696867746788
749 0,000539550406865042
750 0,00168740575844944
751 0,000207650832048162
752 0,000410254642542092
753 0,00106950028385918
754 0,00118939231127467
755 0,000146365686990911
756 0,000289173907971421
757 0,00075385271631234
758 0,00190163934566463
759 0,000434224386662812
760 5,34353131928329E-05
761 0,000105571863578981
762 0,000275217209890998
763 0,000860722369746297
764 0,000105919821207982
765 0,000209265226434173
766 0,000545537322104142
767 0,000606692589255518
768 7,46591152279376E-05
769 0,000147503616182199
770 0,000384529857845382
771 0,009319986386381
772 0,00222363417040123
773 0,000507749372143686
774 6,24832403644587E-05
775 0,000123447805085834
776 0,000321818326693394
777 0,00100646406846807
778 0,000123854680593255
779 0,000244699032567158
780 0,000637910355307662
781 0,000709420729789469
782 8,73007598056099E-05
783 0,000172479646021339
784 0,00044964032396252
785 0,00469930277866698
786 0,0010730488257206
787 0,000132048548710616
788 0,000260887614150812
789 0,00068011266285917
790 0,00212700427819342
791 0,000261747481852094
792 0,00051713310534011
793 0,00134812369100122
794 0,00149924967475296
795 0,000184496491641975
796 0,000364508735564773
797 0,000950244447546209
798 0,0023970494373128
799 0,000547347384292685
800 6,73561407495734E-05
801 0,000133075168414553
802 0,00034691607512856
803 0,00108495550262282
804 0,000133513775051877
805 0,000263782454026714
806 0,000687659273544231
807 0,000764746550397291
808 9,4109111990871E-05
809 0,000185930871159783
810 0,000484706567246637
811 0,0140409384764828
812 0,00334999529896654
813 0,000764945076117283
814 9,41335424106043E-05
815 0,000185979138209888
816 0,00048483239549679
817 0,00151627904572919
818 0,000186592112706893
819 0,000368649042937547
820 0,000961037890084745
821 0,00106877117712007
822 0,000131522144621581
823 0,000259847600396715
824 0,000677401432101774
825 0,00707969072723603
826 0,00161659169011463
827 0,00019893650821893
828 0,000393037799381415
829 0,00102461738251429
830 0,00320441843702373
831 0,000394333225038823
832 0,000779082051755279
833 0,00203100316022963
834 0,00225868060009766
835 0,000277951466973955
836 0,000549147232412737
837 0,00143158190071097
838 0,00361125245028022
839 0,000824601091622582
840 0,00010147476499108
841 0,000200483152549096
842 0,000522643174082406
843 0,00163452958303771
844 0,000201143931283606
845 0,000397398993369445
846 0,00103598665838466
847 0,00115212177561992
848 0,000141779204041665
849 0,000280112418044753
850 0,000730230153533507
851 0,198462080609312
852 0,0477125290795242
853 0,0113836228529825
854 0,00259936073714834
855 0,000319875298018516
856 0,000631975922042993
857 0,00164750951708683
858 0,00515246955772926
859 0,000634058871381624
860 0,00125270673400903
861 0,0032657039523386
862 0,00363179255810488
863 0,000446925549910287
864 0,000882988427799059
865 0,00230187858039554
866 0,0240575051491788
867 0,00549334206922846
868 0,000676006375875267
869 0,00133558219514651
870 0,00348175349820669
871 0,0108889379520846
872 0,00133998418255305
873 0,00264739961021612
874 0,00690155415931543
875 0,0076752251278657
876 0,000944507197499899
877 0,00186605783789434
878 0,00486466009247146
879 0,012271401077363
880 0,00280207791159736
881 0,000344821514857003
882 0,000681262029740733
883 0,00177599436699962
884 0,00555429684366547
885 0,000683507422713452
886 0,00135040197342015
887 0,00352038744753187
888 0,00391502632210014
889 0,000481780075244959
890 0,000951850327802588
891 0,00248139591905259
892 0,0601424719380065
893 0,0143492544033295
894 0,00327653937459772
895 0,000403208371173854
896 0,000796616630688685
897 0,00207671437273518
898 0,00649477740470795
899 0,000799242224522501
900 0,00157905860473497
901 0,00411647657545049
902 0,00457793762402381
903 0,000563357421256313
904 0,00111302225568419
905 0,00290155794708331
906 0,030324903253847
907 0,00692445312831315
908 0,000852117782799309
909 0,00168352456350866
910 0,00438881078200519
911 0,0137256954903065
912 0,00168907334512172
913 0,00333709320880335
914 0,00869952893638142
915 0,00967475463522733
916 0,00119056773381692
917 0,00235219832851872
918 0,00613198857289169
919 0,0154683142808301
920 0,00353206789532089
921 0,000434653510953963
922 0,000858742625816807
923 0,00223867175855012
924 0,00700128768061607
925 0,000861572982673944
926 0,00170220515152495
927 0,00443750954641718
928 0,00493495870489313
929 0,000607292156058552
930 0,00119982387715467
931 0,00312784267167991
932 0,0906070795917813
933 0,0216177352528069
934 0,00493623980414034
935 0,000607449807129308
936 0,00120013534753521
937 0,00312865464947581
938 0,00978464626206021
939 0,00120409091141229
940 0,00237891599844425
941 0,00620163935220366
942 0,00689684918660635
943 0,000848720863336089
944 0,0016768132878235
945 0,00437131503544676
946 0,0456856998755654
947 0,0104319702118886
948 0,00128375009007367
949 0,00253629821331224
950 0,00661192190850267
951 0,0206783183941072
952 0,00254465767844647
953 0,00502746661771582
954 0,0131061940979449
955 0,0145754112695697
956 0,00179363870391875
957 0,00354368243106861
958 0,0092380901345823
959 0,023303644463409
960 0,00532120391135229
961 0,000654823188884681
962 0,00129373068547035
963 0,00337265003699725
964 0,0105477245893123
965 0,0012979947331685
966 0,00256444127878116
967 0,00668528857736268
968 0,00743471596274442
969 0,000914910327865808
970 0,00180758346024638
971 0,00471222217463224
972 0,197621734522872
973 0,0475105003747811
974 0,0113354212878037
975 0,00258835428888375
976 0,000318520853108872
977 0,000629299952451308
978 0,00164053348332357
979 0,00513065250524727
980 0,000631374081977512
981 0,00124740240988752
982 0,00325187601338224
983 0,00361641449367265
984 0,000445033137336339
985 0,000879249598359226
986 0,00229213175797709
987 0,0239556386856229
988 0,00547008166353697
989 0,00067314396855478
990 0,00132992695225394
991 0,00346701074272825
992 0,0108428310264421
993 0,00133431030036738
994 0,00263618975141158
995 0,0068723309746631
996 0,00764272599564385
997 0,000940507879722939
998 0,00185815640707023
999 0,00484406170885068
1000 0,0122194404013546
1001 0,00279021309994326
1002 0,000343361440420412
1003 0,000678377368455438
1004 0,00176847429106741
1005 0,00553077833775659
1006 0,000680613253782207
1007 0,00134468397928243
1008 0,00350548110469196
1009 0,00389844896365471
1010 0,00047974007848833
1011 0,000947819917079343
1012 0,00247088896808704
1013 0,0598878112453102
1014 0,014288495492891
1015 0,0032626655553167
1016 0,000401501069830971
1017 0,000793243524521821
1018 0,00206792096096391
1019 0,00646727663097028
1020 0,000795858000828821
1021 0,00157237241201405
1022 0,00409904621812741
1023 0,00455855330660406
1024 0,000560972002325068
1025 0,00110830939621092
1026 0,00288927190806808
1027 0,030196498806545
1028 0,00689513298277579
1029 0,000848509668635824
1030 0,0016763960315794
1031 0,00437022728256056
1032 0,0136675769093991
1033 0,00168192131803964
1034 0,00332296298700233
1035 0,00866269260435712
1036 0,00963378891437014
1037 0,00118552652426856
1038 0,00234223843767291
1039 0,00610602395242866
1040 0,0154028169458742
1041 0,00351711209407282
1042 0,000432813061756987
1043 0,000855106460144007
1044 0,00222919257217182
1045 0,00697164219527005
1046 0,000857924832448221
1047 0,00169499752056084
1048 0,00441871984226099
1049 0,00491406265653131
1050 0,000604720704700678
1051 0,00119474347440726
1052 0,00311459847742337
1053 0,090223422902781
1054 0,0215261994835475
1055 0,00491533833123225
1056 0,000604877688231015
1057 0,00119505362593176
1058 0,00311540701706948
1059 0,0097432152281404
1060 0,00119899244080261
1061 0,00236884297722466
1062 0,00617537981011313
1063 0,00686764592417487
1064 0,000845127132716141
1065 0,00166971317338458
1066 0,00435280561807416
1067 0,0454922533543014
1068 0,0103877982203701
1069 0,00127831431936701
1070 0,00252555879008813
1071 0,00658392511091495
1072 0,0205907603886519
1073 0,00253388285881924
1074 0,00500617886398507
1075 0,0130506986658476
1076 0,0145136947452793
1077 0,00178604391673978
1078 0,0035286774505031
1079 0,00919897337803647
1080 0,0232049700649321
1081 0,00529867238861342
1082 0,000652050477329911
1083 0,00128825265402423
1084 0,00335836925725928
1085 0,0105030624601426
1086 0,00129249864650605
1087 0,00255358268964457
1088 0,00665698112399195
1089 0,0074032352161761
1090 0,00091103633183037
1091 0,00179992962691929
1092 0,00469226925742644

